order_id,user_id,order_date,order_status,pay_amount,order_month
o308419,u109448,2024-12-09,completed,2218.09,2024-12
o308420,u114157,2024-08-02,completed,771.56,2024-08
o308421,u105983,2023-01-04,completed,2276.09,2023-01
o308422,u106233,2024-01-30,completed,1888.51,2024-01
o308423,u118925,2024-06-30,completed,2227.57,2024-06
o308424,u106361,2024-11-25,completed,7606.22,2024-11
o308425,u119403,2024-11-11,completed,872.6,2024-11
o308426,u106128,2024-10-12,completed,828.07,2024-10
o308427,u111097,2024-12-10,completed,4425.54,2024-12
o308428,u118774,2023-10-07,completed,1858.05,2023-10
o308429,u103980,2024-05-31,pending,307.78,2024-05
o308430,u114645,2024-07-29,completed,4766.93,2024-07
o308431,u101896,2024-12-30,completed,6212.01,2024-12
o308432,u105586,2024-12-30,completed,1100.66,2024-12
o308433,u117013,2024-06-29,completed,1112.19,2024-06
o308434,u106381,2023-07-12,completed,178.08,2023-07
o308435,u104312,2024-12-21,shipped,938.31,2024-12
o308436,u110722,2023-02-08,completed,7542.47,2023-02
o308437,u116383,2024-05-25,completed,754.26,2024-05
o308438,u106868,2024-06-30,completed,1388.73,2024-06
o308439,u108133,2023-07-18,completed,493.42,2023-07
o308440,u105911,2024-03-17,refunded,0.0,2024-03
o308441,u103227,2024-10-13,completed,3791.16,2024-10
o308442,u108905,2024-10-25,completed,800.0,2024-10
o308443,u102003,2024-11-25,cancelled,275.82,2024-11
o308444,u113231,2024-08-20,shipped,776.06,2024-08
o308445,u115971,2024-01-01,shipped,56.34,2024-01
o308446,u104115,2023-01-18,completed,2650.45,2023-01
o308447,u103443,2024-09-08,completed,11617.88,2024-09
o308448,u115414,2024-08-13,completed,3273.66,2024-08
o308449,u104633,2024-09-24,completed,3300.2,2024-09
o308450,u100028,2024-12-27,completed,401.22,2024-12
o308451,u108823,2023-11-02,shipped,3662.16,2023-11
o308452,u107701,2024-10-29,completed,1373.8,2024-10
o308453,u112691,2023-09-21,completed,74.6,2023-09
o308454,u107647,2024-11-27,completed,206.28,2024-11
o308455,u104636,2023-02-14,completed,3350.07,2023-02
o308456,u116508,2023-12-06,completed,4296.28,2023-12
o308457,u102872,2023-11-24,completed,92.76,2023-11
o308458,u100609,2024-12-14,cancelled,7738.15,2024-12
o308459,u109931,2024-08-03,completed,168.98,2024-08
o308460,u119282,2024-04-23,cancelled,21.61,2024-04
o308461,u118559,2023-11-10,shipped,2472.45,2023-11
o308462,u118687,2024-01-31,refunded,0.0,2024-01
o308463,u112902,2024-11-04,cancelled,3008.22,2024-11
o308464,u112798,2024-12-14,completed,2719.26,2024-12
o308465,u112885,2023-05-09,completed,7507.28,2023-05
o308466,u111529,2023-01-22,completed,827.82,2023-01
o308467,u100887,2024-08-04,completed,801.42,2024-08
o308468,u117489,2024-12-11,shipped,616.29,2024-12
o308469,u106596,2023-02-02,completed,15294.98,2023-02
o308470,u109728,2024-08-23,completed,30.86,2024-08
o308471,u102777,2024-12-05,completed,2470.54,2024-12
o308472,u112120,2023-06-06,completed,468.87,2023-06
o308473,u117521,2024-03-08,completed,5858.86,2024-03
o308474,u101740,2023-05-20,completed,425.32,2023-05
o308475,u109446,2023-02-24,completed,722.02,2023-02
o308476,u119750,2024-06-27,refunded,0.0,2024-06
o308477,u118815,2024-10-09,cancelled,772.81,2024-10
o308478,u103475,2024-12-26,completed,1677.06,2024-12
o308479,u111653,2024-01-16,completed,2577.45,2024-01
o308480,u111153,2023-11-27,completed,2270.15,2023-11
o308481,u108572,2024-09-18,completed,1957.12,2024-09
o308482,u107605,2024-12-28,completed,131.05,2024-12
o308483,u108320,2023-09-03,completed,2027.14,2023-09
o308484,u103322,2023-06-12,completed,12450.03,2023-06
o308485,u110517,2024-12-13,completed,2172.26,2024-12
o308486,u100788,2023-07-02,completed,98.32,2023-07
o308487,u105907,2024-05-12,refunded,0.0,2024-05
o308488,u119524,2024-11-26,completed,2914.08,2024-11
o308489,u109266,2024-03-21,completed,6829.48,2024-03
o308490,u105146,2024-10-02,completed,1350.93,2024-10
o308491,u119946,2024-11-29,refunded,0.0,2024-11
o308492,u100501,2024-07-29,cancelled,15177.85,2024-07
o308493,u109824,2023-09-20,cancelled,931.6,2023-09
o308494,u111797,2023-10-19,shipped,507.95,2023-10
o308495,u105739,2024-12-30,completed,896.63,2024-12
o308496,u110536,2024-12-05,completed,1096.5,2024-12
o308497,u106948,2024-01-27,completed,565.52,2024-01
o308498,u119220,2023-08-26,completed,6985.78,2023-08
o308499,u113061,2023-12-19,completed,1775.82,2023-12
o308500,u116897,2024-12-07,shipped,1901.32,2024-12
o308501,u116846,2024-09-02,completed,278.25,2024-09
o308502,u112554,2024-10-22,completed,1233.82,2024-10
o308503,u115641,2024-10-05,completed,110.49,2024-10
o308504,u117750,2024-12-15,completed,687.36,2024-12
o308505,u119591,2024-12-30,completed,1518.12,2024-12
o308506,u106074,2024-09-22,completed,895.19,2024-09
o308507,u110195,2024-09-07,completed,972.14,2024-09
o308508,u109697,2023-06-04,cancelled,1066.4,2023-06
o308509,u103415,2024-12-26,completed,118.07,2024-12
o308510,u116308,2023-03-30,completed,3628.39,2023-03
o308511,u105416,2024-10-16,completed,2108.1,2024-10
o308512,u114940,2024-11-12,completed,7193.61,2024-11
o308513,u100541,2024-02-09,completed,2477.27,2024-02
o308514,u115694,2023-05-24,completed,7783.62,2023-05
o308515,u107505,2024-05-03,completed,600.0,2024-05
o308516,u107320,2023-11-05,completed,53.25,2023-11
o308517,u110734,2024-09-01,completed,101.1,2024-09
o308518,u100699,2023-02-20,completed,4296.94,2023-02
o308519,u108586,2023-03-10,pending,391.35,2023-03
o308520,u117074,2024-08-19,completed,793.27,2024-08
o308521,u108173,2023-07-07,completed,2250.96,2023-07
o308522,u116629,2024-03-06,completed,2396.29,2024-03
o308523,u119566,2024-12-19,completed,5974.62,2024-12
o308524,u118729,2023-02-05,completed,960.18,2023-02
o308525,u102135,2023-07-22,completed,2117.63,2023-07
o308526,u107890,2024-12-24,completed,211.77,2024-12
o308527,u108366,2024-03-25,completed,1801.63,2024-03
o308528,u107793,2024-03-13,completed,604.03,2024-03
o308529,u113862,2024-08-07,pending,863.96,2024-08
o308530,u115743,2024-05-15,completed,505.87,2024-05
o308531,u101705,2024-11-23,completed,2433.44,2024-11
o308532,u110028,2023-12-19,completed,694.17,2023-12
o308533,u104885,2023-07-24,completed,8202.38,2023-07
o308534,u103259,2024-08-08,completed,109.66,2024-08
o308535,u111802,2024-06-09,completed,292.74,2024-06
o308536,u113363,2024-03-06,completed,3041.96,2024-03
o308537,u119140,2024-03-23,completed,6764.58,2024-03
o308538,u106026,2024-12-25,completed,3660.56,2024-12
o308539,u103717,2024-11-29,completed,5236.42,2024-11
o308540,u101959,2023-09-20,completed,13877.48,2023-09
o308541,u112662,2024-05-18,completed,1288.26,2024-05
o308542,u108465,2024-11-16,completed,764.84,2024-11
o308543,u119425,2024-07-14,completed,750.16,2024-07
o308544,u119281,2024-12-27,completed,1539.65,2024-12
o308545,u117665,2024-10-31,completed,5014.32,2024-10
o308546,u116396,2023-07-10,completed,428.86,2023-07
o308547,u108955,2024-04-11,completed,3220.7,2024-04
o308548,u112221,2024-12-16,completed,2156.63,2024-12
o308549,u115308,2024-04-13,completed,827.06,2024-04
o308550,u115150,2024-07-08,completed,204.31,2024-07
o308551,u108665,2024-12-06,completed,3591.75,2024-12
o308552,u102367,2023-01-30,cancelled,1150.82,2023-01
o308553,u101931,2023-04-20,completed,2565.78,2023-04
o308554,u100395,2023-12-02,completed,4571.0,2023-12
o308555,u117003,2024-11-21,completed,1836.9,2024-11
o308556,u115766,2023-12-14,completed,724.72,2023-12
o308557,u116791,2024-04-24,completed,56.88,2024-04
o308558,u116942,2024-02-20,completed,299.51,2024-02
o308559,u108743,2024-12-01,completed,9667.29,2024-12
o308560,u119010,2024-09-09,completed,3832.96,2024-09
o308561,u117522,2023-10-10,completed,1597.81,2023-10
o308562,u119422,2024-12-21,completed,521.84,2024-12
o308563,u106253,2023-01-16,completed,385.94,2023-01
o308564,u108312,2024-04-27,completed,1049.59,2024-04
o308565,u110079,2024-11-30,completed,2173.82,2024-11
o308566,u106715,2024-06-01,completed,1328.12,2024-06
o308567,u111707,2023-12-19,refunded,0.0,2023-12
o308568,u103321,2024-12-26,completed,16453.29,2024-12
o308569,u106761,2024-10-11,completed,598.28,2024-10
o308570,u108999,2024-07-30,completed,2509.53,2024-07
o308571,u100587,2024-12-27,completed,4438.36,2024-12
o308572,u115838,2024-12-24,completed,51.99,2024-12
o308573,u114115,2024-02-22,completed,2148.72,2024-02
o308574,u112440,2024-02-25,completed,6167.91,2024-02
o308575,u107609,2024-01-02,completed,593.62,2024-01
o308576,u118045,2023-12-22,completed,477.78,2023-12
o308577,u105133,2023-07-14,completed,7591.58,2023-07
o308578,u113830,2024-09-27,completed,817.38,2024-09
o308579,u117372,2024-01-08,completed,1357.92,2024-01
o308580,u100673,2024-05-22,completed,541.2,2024-05
o308581,u114310,2024-06-14,completed,3944.8,2024-06
o308582,u118506,2024-10-12,completed,926.96,2024-10
o308583,u112235,2024-12-08,completed,911.95,2024-12
o308584,u115485,2024-12-30,completed,418.58,2024-12
o308585,u114673,2024-05-15,completed,1183.23,2024-05
o308586,u104020,2024-12-15,completed,583.63,2024-12
o308587,u105308,2024-07-24,completed,342.64,2024-07
o308588,u101366,2024-12-27,completed,2478.64,2024-12
o308589,u109137,2024-11-19,completed,588.42,2024-11
o308590,u115306,2024-10-19,completed,4329.45,2024-10
o308591,u119346,2024-04-27,completed,3325.34,2024-04
o308592,u103240,2024-01-11,completed,27.72,2024-01
o308593,u109400,2024-12-03,completed,9855.64,2024-12
o308594,u105406,2024-08-24,completed,1225.74,2024-08
o308595,u119728,2023-04-20,completed,1345.45,2023-04
o308596,u101377,2024-05-12,completed,2681.81,2024-05
o308597,u110506,2023-07-16,completed,1616.73,2023-07
o308598,u105331,2023-02-09,completed,2035.32,2023-02
o308599,u117465,2024-12-30,completed,84.18,2024-12
o308600,u111591,2024-07-31,completed,214.02,2024-07
o308601,u111507,2024-12-05,completed,63.88,2024-12
o308602,u104600,2024-05-24,pending,3543.24,2024-05
o308603,u103939,2024-09-24,shipped,5796.44,2024-09
o308604,u112835,2024-12-30,completed,916.32,2024-12
o308605,u113610,2024-10-04,pending,3829.01,2024-10
o308606,u104605,2023-08-07,completed,752.71,2023-08
o308607,u105907,2024-11-27,completed,1225.82,2024-11
o308608,u119697,2024-12-27,completed,707.89,2024-12
o308609,u118870,2024-01-30,cancelled,6328.03,2024-01
o308610,u110265,2023-10-17,completed,3476.49,2023-10
o308611,u116049,2023-12-02,completed,3263.52,2023-12
o308612,u103657,2023-08-12,completed,383.37,2023-08
o308613,u107767,2023-10-04,completed,188.44,2023-10
o308614,u102099,2024-10-21,completed,4462.28,2024-10
o308615,u114563,2024-03-14,completed,2614.0,2024-03
o308616,u119423,2024-12-21,completed,1370.98,2024-12
o308617,u119004,2024-03-05,completed,7073.27,2024-03
o308618,u108792,2024-12-26,completed,304.21,2024-12
o308619,u105134,2023-07-01,completed,4140.15,2023-07
o308620,u113158,2023-02-18,completed,840.82,2023-02
o308621,u119124,2024-11-26,completed,3215.69,2024-11
o308622,u109633,2024-11-21,completed,1394.79,2024-11
o308623,u112523,2024-10-25,completed,1048.8,2024-10
o308624,u104989,2024-04-30,completed,1203.7,2024-04
o308625,u116881,2023-09-20,completed,376.64,2023-09
o308626,u109086,2023-10-25,completed,482.57,2023-10
o308627,u117645,2024-12-02,completed,1709.07,2024-12
o308628,u118404,2024-12-28,completed,261.65,2024-12
o308629,u101643,2024-12-29,completed,309.12,2024-12
o308630,u100249,2024-03-20,completed,7635.1,2024-03
o308631,u115470,2024-10-03,completed,628.61,2024-10
o308632,u117320,2024-01-16,completed,340.05,2024-01
o308633,u113356,2024-12-15,completed,1132.96,2024-12
o308634,u109601,2024-08-31,shipped,1530.1,2024-08
o308635,u115408,2024-12-16,completed,5916.74,2024-12
o308636,u115973,2024-11-13,completed,1263.25,2024-11
o308637,u104584,2023-11-12,completed,1530.56,2023-11
o308638,u115269,2023-02-14,completed,1721.0,2023-02
o308639,u115958,2024-12-30,completed,5383.1,2024-12
o308640,u101130,2024-05-27,completed,1330.68,2024-05
o308641,u117516,2023-12-12,completed,642.75,2023-12
o308642,u101669,2024-12-05,completed,1819.91,2024-12
o308643,u119125,2023-08-17,completed,2139.67,2023-08
o308644,u100427,2024-07-06,completed,4877.74,2024-07
o308645,u102106,2024-04-28,completed,685.43,2024-04
o308646,u104592,2023-06-23,refunded,0.0,2023-06
o308647,u109050,2024-10-14,completed,1104.72,2024-10
o308648,u116594,2024-12-21,completed,7086.85,2024-12
o308649,u107425,2024-12-27,completed,1056.91,2024-12
o308650,u101043,2024-08-09,completed,261.03,2024-08
o308651,u108364,2023-01-22,completed,516.52,2023-01
o308652,u106333,2024-03-31,completed,2805.63,2024-03
o308653,u112988,2024-08-04,completed,735.49,2024-08
o308654,u108800,2024-12-30,completed,426.59,2024-12
o308655,u116488,2024-05-19,completed,15822.12,2024-05
o308656,u112855,2024-02-28,completed,59.34,2024-02
o308657,u103595,2024-12-26,completed,688.21,2024-12
o308658,u109874,2024-05-17,completed,8358.07,2024-05
o308659,u103125,2024-12-29,completed,479.45,2024-12
o308660,u118452,2024-01-26,refunded,0.0,2024-01
o308661,u101005,2024-11-13,completed,3490.77,2024-11
o308662,u119131,2024-12-13,completed,192.97,2024-12
o308663,u113007,2024-12-21,completed,36.6,2024-12
o308664,u113626,2024-01-05,completed,1154.97,2024-01
o308665,u115210,2024-12-30,shipped,1196.38,2024-12
o308666,u109305,2024-11-12,completed,1764.02,2024-11
o308667,u103042,2023-07-24,completed,2863.27,2023-07
o308668,u116662,2024-11-18,completed,217.53,2024-11
o308669,u105732,2024-12-10,pending,919.88,2024-12
o308670,u108304,2023-08-30,completed,13698.12,2023-08
o308671,u118040,2023-08-16,completed,1327.34,2023-08
o308672,u106161,2023-06-28,completed,4389.62,2023-06
o308673,u111561,2024-06-28,completed,1310.91,2024-06
o308674,u118132,2024-11-02,completed,900.75,2024-11
o308675,u104217,2024-03-24,completed,2179.51,2024-03
o308676,u110415,2023-03-24,completed,1497.44,2023-03
o308677,u102781,2024-03-06,completed,308.87,2024-03
o308678,u100738,2024-10-27,completed,8122.35,2024-10
o308679,u117716,2023-05-16,completed,139.08,2023-05
o308680,u115911,2024-08-09,completed,1301.0,2024-08
o308681,u105141,2024-09-07,completed,26201.7,2024-09
o308682,u100229,2024-10-03,completed,131.77,2024-10
o308683,u116972,2024-02-22,completed,12250.17,2024-02
o308684,u108527,2024-12-27,completed,237.33,2024-12
o308685,u105708,2024-12-30,completed,9845.75,2024-12
o308686,u106728,2024-12-11,completed,485.6,2024-12
o308687,u116786,2023-05-31,completed,420.16,2023-05
o308688,u114833,2023-12-05,completed,452.1,2023-12
o308689,u112239,2023-09-22,completed,3254.06,2023-09
o308690,u119786,2023-03-17,completed,1760.48,2023-03
o308691,u102346,2024-12-23,completed,1545.6,2024-12
o308692,u114463,2023-09-07,completed,701.68,2023-09
o308693,u114427,2024-03-21,completed,1920.95,2024-03
o308694,u105279,2024-03-20,completed,2387.9,2024-03
o308695,u110514,2024-11-24,completed,3605.02,2024-11
o308696,u105382,2024-05-22,completed,6046.7,2024-05
o308697,u111398,2024-03-17,completed,6145.75,2024-03
o308698,u111431,2023-12-02,completed,2260.35,2023-12
o308699,u100334,2024-07-20,completed,5279.62,2024-07
o308700,u111158,2023-06-07,shipped,3630.19,2023-06
o308701,u108184,2024-09-14,completed,569.26,2024-09
o308702,u115559,2024-12-08,completed,1227.72,2024-12
o308703,u103784,2024-12-27,refunded,0.0,2024-12
o308704,u111876,2024-09-22,completed,1874.71,2024-09
o308705,u117370,2024-12-07,completed,527.08,2024-12
o308706,u102803,2023-10-21,completed,615.22,2023-10
o308707,u102837,2024-07-11,completed,8049.72,2024-07
o308708,u106547,2023-12-22,completed,690.63,2023-12
o308709,u108340,2024-12-30,completed,710.12,2024-12
o308710,u107693,2024-03-21,completed,116.31,2024-03
o308711,u103540,2023-10-17,completed,352.51,2023-10
o308712,u110773,2024-11-23,refunded,0.0,2024-11
o308713,u100160,2024-05-31,completed,107.37,2024-05
o308714,u119852,2023-06-23,completed,2615.97,2023-06
o308715,u117146,2024-11-28,completed,3319.33,2024-11
o308716,u116085,2024-06-18,completed,3408.07,2024-06
o308717,u106346,2024-11-28,completed,24.66,2024-11
o308718,u100892,2024-11-15,completed,531.2,2024-11
o308719,u101291,2024-08-18,completed,2734.07,2024-08
o308720,u104127,2024-11-03,completed,1561.41,2024-11
o308721,u101270,2024-12-15,completed,2535.49,2024-12
o308722,u115504,2024-05-23,completed,20327.28,2024-05
o308723,u111516,2024-12-29,completed,1628.88,2024-12
o308724,u102145,2023-08-30,completed,150.26,2023-08
o308725,u102135,2024-12-30,completed,86.4,2024-12
o308726,u117851,2023-10-28,completed,122.79,2023-10
o308727,u100123,2024-07-06,completed,954.22,2024-07
o308728,u115678,2024-06-08,completed,2870.43,2024-06
o308729,u110709,2023-03-27,completed,2861.89,2023-03
o308730,u118710,2023-09-10,completed,890.43,2023-09
o308731,u106099,2024-12-09,cancelled,3288.26,2024-12
o308732,u109291,2023-12-14,completed,615.08,2023-12
o308733,u110576,2023-01-10,completed,42.53,2023-01
o308734,u110876,2024-12-08,completed,707.22,2024-12
o308735,u113850,2024-12-29,completed,10956.46,2024-12
o308736,u103559,2024-07-24,completed,274.11,2024-07
o308737,u119244,2024-09-03,completed,164.4,2024-09
o308738,u113312,2023-06-05,cancelled,2842.02,2023-06
o308739,u118980,2024-12-28,completed,439.58,2024-12
o308740,u103189,2023-10-04,completed,65.02,2023-10
o308741,u108106,2024-08-04,completed,199.56,2024-08
o308742,u109518,2024-12-30,shipped,408.44,2024-12
o308743,u108970,2024-05-22,completed,4164.92,2024-05
o308744,u116305,2023-05-10,completed,1723.84,2023-05
o308745,u114168,2023-10-08,completed,7625.82,2023-10
o308746,u100595,2023-04-11,completed,1403.93,2023-04
o308747,u115878,2024-04-15,completed,101.24,2024-04
o308748,u116277,2024-08-29,completed,2567.37,2024-08
o308749,u116216,2024-05-23,completed,321.36,2024-05
o308750,u103598,2024-02-21,completed,1409.52,2024-02
o308751,u118551,2023-08-11,completed,74.1,2023-08
o308752,u107433,2024-10-25,completed,481.64,2024-10
o308753,u100130,2024-12-30,refunded,0.0,2024-12
o308754,u107978,2024-02-07,completed,14480.99,2024-02
o308755,u111424,2024-07-16,completed,189.15,2024-07
o308756,u119835,2023-08-10,completed,1077.24,2023-08
o308757,u116150,2023-04-15,shipped,921.29,2023-04
o308758,u119754,2023-08-12,completed,1085.79,2023-08
o308759,u107945,2023-05-09,completed,200.56,2023-05
o308760,u118848,2024-09-14,completed,877.92,2024-09
o308761,u109458,2024-10-05,completed,91.59,2024-10
o308762,u116244,2024-12-30,completed,12397.37,2024-12
o308763,u102842,2024-12-30,completed,5791.44,2024-12
o308764,u108155,2024-05-17,completed,492.42,2024-05
o308765,u119902,2023-10-24,pending,2926.28,2023-10
o308766,u117250,2024-06-24,completed,7827.74,2024-06
o308767,u110519,2024-12-23,completed,1299.01,2024-12
o308768,u101033,2024-10-18,completed,1071.48,2024-10
o308769,u105171,2024-09-16,completed,3403.07,2024-09
o308770,u110514,2024-10-24,completed,117.21,2024-10
o308771,u111633,2023-07-25,completed,460.68,2023-07
o308772,u104169,2024-03-26,completed,3028.48,2024-03
o308773,u104655,2023-09-11,completed,4916.82,2023-09
o308774,u116453,2024-12-29,completed,52.17,2024-12
o308775,u116109,2023-09-14,completed,2078.28,2023-09
o308776,u111950,2023-08-30,completed,2516.23,2023-08
o308777,u100519,2024-12-24,pending,6980.28,2024-12
o308778,u106103,2024-12-29,completed,1021.5,2024-12
o308779,u105849,2024-10-31,completed,289.5,2024-10
o308780,u112914,2024-12-30,completed,625.38,2024-12
o308781,u118293,2023-03-13,completed,1115.07,2023-03
o308782,u109639,2024-11-03,completed,360.64,2024-11
o308783,u119387,2023-09-05,completed,1001.49,2023-09
o308784,u100884,2024-03-22,completed,2415.92,2024-03
o308785,u116512,2024-01-02,cancelled,1740.37,2024-01
o308786,u107674,2024-12-18,completed,1640.06,2024-12
o308787,u106917,2023-06-11,completed,970.59,2023-06
o308788,u103230,2024-01-17,completed,1774.32,2024-01
o308789,u109007,2024-11-17,completed,360.99,2024-11
o308790,u111319,2024-11-14,completed,98.52,2024-11
o308791,u118096,2024-07-30,cancelled,1663.69,2024-07
o308792,u106535,2024-12-05,cancelled,9940.23,2024-12
o308793,u113158,2023-04-29,completed,1718.62,2023-04
o308794,u110198,2023-01-08,shipped,4617.93,2023-01
o308795,u115980,2023-05-23,completed,6222.23,2023-05
o308796,u119849,2024-12-06,completed,2050.74,2024-12
o308797,u110781,2024-06-28,completed,3193.9,2024-06
o308798,u104198,2024-03-29,completed,347.3,2024-03
o308799,u110025,2023-10-30,completed,4615.05,2023-10
o308800,u119207,2023-06-27,refunded,0.0,2023-06
o308801,u113181,2024-08-23,completed,1416.19,2024-08
o308802,u107760,2024-09-27,refunded,0.0,2024-09
o308803,u111990,2023-03-13,completed,2399.16,2023-03
o308804,u111569,2023-04-13,completed,117.64,2023-04
o308805,u116262,2024-11-07,completed,161.73,2024-11
o308806,u107008,2024-05-12,completed,197.14,2024-05
o308807,u100134,2024-01-24,completed,895.26,2024-01
o308808,u100351,2024-06-19,shipped,1194.79,2024-06
o308809,u115603,2023-09-14,refunded,0.0,2023-09
o308810,u106492,2023-02-07,completed,600.0,2023-02
o308811,u105533,2024-02-24,shipped,17.5,2024-02
o308812,u111383,2024-02-04,completed,84.27,2024-02
o308813,u109292,2024-04-14,completed,6715.48,2024-04
o308814,u113877,2024-07-04,completed,515.73,2024-07
o308815,u116677,2024-12-01,completed,2175.72,2024-12
o308816,u111502,2024-12-24,completed,4058.78,2024-12
o308817,u114074,2023-08-25,completed,8907.15,2023-08
o308818,u105349,2024-04-10,completed,730.89,2024-04
o308819,u118205,2023-02-03,completed,10212.78,2023-02
o308820,u109489,2024-09-30,refunded,0.0,2024-09
o308821,u109021,2024-02-24,pending,15227.84,2024-02
o308822,u114620,2024-05-09,completed,1312.23,2024-05
o308823,u105680,2023-04-05,completed,4886.82,2023-04
o308824,u115788,2024-12-13,completed,233.36,2024-12
o308825,u100946,2024-11-08,completed,733.5,2024-11
o308826,u110387,2023-08-06,completed,486.74,2023-08
o308827,u108238,2023-01-09,completed,974.38,2023-01
o308828,u111346,2023-06-10,completed,12976.06,2023-06
o308829,u102117,2024-06-25,completed,4861.84,2024-06
o308830,u111576,2024-12-05,completed,305.28,2024-12
o308831,u101494,2024-11-03,completed,1229.24,2024-11
o308832,u114235,2024-09-26,completed,1535.72,2024-09
o308833,u104864,2024-12-01,shipped,117.0,2024-12
o308834,u116758,2024-07-09,completed,5213.71,2024-07
o308835,u107478,2024-10-10,completed,620.02,2024-10
o308836,u113041,2024-12-11,completed,1901.73,2024-12
o308837,u117285,2024-08-08,completed,2611.29,2024-08
o308838,u117342,2024-09-08,completed,529.27,2024-09
o308839,u115209,2024-09-17,completed,14844.44,2024-09
o308840,u115287,2024-12-27,shipped,192.8,2024-12
o308841,u104071,2024-05-28,completed,1285.36,2024-05
o308842,u106752,2023-05-07,completed,4015.56,2023-05
o308843,u100175,2024-12-18,cancelled,1882.04,2024-12
o308844,u101940,2023-03-21,completed,10692.06,2023-03
o308845,u108271,2023-03-07,completed,494.91,2023-03
o308846,u101455,2023-09-15,completed,396.2,2023-09
o308847,u118220,2023-04-14,completed,1629.63,2023-04
o308848,u118860,2024-07-17,completed,5947.85,2024-07
o308849,u114535,2024-12-19,shipped,143.16,2024-12
o308850,u107977,2023-11-09,completed,43.6,2023-11
o308851,u113784,2023-03-13,completed,1120.68,2023-03
o308852,u102495,2023-11-18,completed,2993.42,2023-11
o308853,u108670,2023-12-29,pending,2891.26,2023-12
o308854,u103190,2024-12-17,completed,3114.66,2024-12
o308855,u104275,2024-10-06,completed,1404.46,2024-10
o308856,u104453,2023-07-20,completed,2918.59,2023-07
o308857,u101394,2023-12-28,completed,1929.57,2023-12
o308858,u106578,2024-09-22,completed,754.59,2024-09
o308859,u119761,2023-03-17,completed,1126.98,2023-03
o308860,u106498,2024-10-16,completed,552.7,2024-10
o308861,u115163,2024-12-19,completed,9405.56,2024-12
o308862,u102357,2024-12-18,completed,292.71,2024-12
o308863,u108328,2023-03-25,completed,933.06,2023-03
o308864,u110870,2024-12-04,completed,1258.89,2024-12
o308865,u107806,2024-07-02,completed,4837.04,2024-07
o308866,u104893,2024-07-01,completed,1442.8,2024-07
o308867,u118224,2024-08-23,shipped,7341.93,2024-08
o308868,u101072,2024-04-19,completed,4616.22,2024-04
o308869,u100061,2024-11-01,shipped,1992.97,2024-11
o308870,u104881,2024-01-30,completed,731.53,2024-01
o308871,u101637,2024-11-14,completed,412.74,2024-11
o308872,u110197,2024-12-27,completed,5473.0,2024-12
o308873,u104662,2023-06-25,completed,505.15,2023-06
o308874,u108018,2024-05-20,completed,1032.7,2024-05
o308875,u109615,2023-01-28,completed,315.47,2023-01
o308876,u112265,2024-05-16,completed,1618.74,2024-05
o308877,u104016,2024-05-13,completed,137.36,2024-05
o308878,u100637,2024-11-06,completed,406.89,2024-11
o308879,u103519,2024-03-01,completed,2672.7,2024-03
o308880,u112984,2024-12-21,completed,2465.47,2024-12
o308881,u109283,2024-04-11,completed,471.6,2024-04
o308882,u119086,2024-08-06,completed,1243.47,2024-08
o308883,u119723,2023-11-26,completed,1342.24,2023-11
o308884,u115439,2023-07-30,completed,373.96,2023-07
o308885,u111327,2024-10-06,shipped,2595.46,2024-10
o308886,u103036,2024-04-30,completed,143.76,2024-04
o308887,u100984,2024-09-15,completed,19372.92,2024-09
o308888,u118674,2024-09-10,completed,519.26,2024-09
o308889,u115052,2024-06-23,completed,1458.47,2024-06
o308890,u118835,2024-01-10,completed,797.79,2024-01
o308891,u107030,2023-09-17,completed,11979.38,2023-09
o308892,u116475,2023-08-30,completed,4316.67,2023-08
o308893,u102450,2024-07-27,completed,373.58,2024-07
o308894,u108401,2024-01-04,completed,27888.32,2024-01
o308895,u102224,2024-08-11,cancelled,556.62,2024-08
o308896,u101820,2024-11-30,completed,232.02,2024-11
o308897,u105403,2024-07-01,completed,5275.94,2024-07
o308898,u114471,2024-06-09,completed,4467.34,2024-06
o308899,u117831,2024-12-29,completed,3439.21,2024-12
o308900,u111618,2024-03-21,completed,196.68,2024-03
o308901,u107848,2023-02-12,completed,5413.23,2023-02
o308902,u117112,2024-12-20,completed,9575.6,2024-12
o308903,u107635,2023-10-18,completed,239.13,2023-10
o308904,u118459,2024-09-03,completed,2239.42,2024-09
o308905,u107448,2024-12-28,completed,124.44,2024-12
o308906,u110679,2024-11-13,completed,991.26,2024-11
o308907,u105945,2024-12-10,completed,2555.75,2024-12
o308908,u100219,2024-05-02,completed,1634.86,2024-05
o308909,u107029,2024-05-31,completed,1894.33,2024-05
o308910,u113285,2023-03-26,pending,1789.45,2023-03
o308911,u117484,2024-10-11,completed,256.68,2024-10
o308912,u118653,2024-11-13,completed,1291.13,2024-11
o308913,u112871,2024-07-22,completed,93.04,2024-07
o308914,u113634,2024-12-15,completed,359.55,2024-12
o308915,u117878,2023-06-01,completed,1595.63,2023-06
o308916,u103465,2023-05-03,completed,4085.46,2023-05
o308917,u111525,2023-06-26,completed,357.52,2023-06
o308918,u113650,2024-12-17,completed,994.0,2024-12
o308919,u107205,2023-09-05,completed,6583.48,2023-09
o308920,u104569,2023-04-13,completed,4118.04,2023-04
o308921,u107770,2024-11-29,completed,5185.48,2024-11
o308922,u115507,2024-10-25,completed,400.75,2024-10
